Cuenta,Tipo de Documento,Identificacion Cliente,Nombre Cliente,Documento Afectado,Fecha emision,Fecha Vencimiento,Suma de Edad Cartera,Suma de Saldo Total Cartera,email
13050502,FVA ,900276962,D1 SAS,39486,2022/10/13,2022/11/12,-9," $  219.634,00 ",col_intercambio@einvoicing.signature-cloud.com
13050502,FVA ,900276962,D1 SAS,40030,2022/10/20,2022/11/19,-16," $  274.542,50 ",col_intercambio@einvoicing.signature-cloud.com
13050502,FVA ,900276962,D1 SAS,40031,2022/10/20,2022/11/19,-16," $  85.900,00 ",col_intercambio@einvoicing.signature-cloud.com
13050502,FVA ,900276962,D1 SAS,40131,2022/10/20,2022/11/19,-16," $  203.518,50 ",col_intercambio@einvoicing.signature-cloud.com
13050502,FVA ,900276962,D1 SAS,40134,2022/10/20,2022/11/19,-16," $  419.485,50 ",col_intercambio@einvoicing.signature-cloud.com
13050502,FVA ,900208659,DAMIS S.A.S.,36540,2022/09/09,2022/10/09,25," $  329.837,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,36541,2022/09/09,2022/10/09,25," $  544.396,06 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,36542,2022/09/09,2022/10/09,25," $  1.432.415,12 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,36543,2022/09/09,2022/10/09,25," $  76.000,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,36544,2022/09/09,2022/10/09,25," $  826.812,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,36546,2022/09/09,2022/10/09,25," $  694.800,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,38534,2022/10/05,2022/11/04,-1," $  120.000,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,39708,2022/10/16,2022/11/15,-12," $  367.375,50 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,39709,2022/10/16,2022/11/15,-12," $  285.447,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,39814,2022/10/16,2022/11/15,-12," $  607.467,50 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,39815,2022/10/16,2022/11/15,-12," $  1.261.044,63 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,40383,2022/10/22,2022/11/21,-18," $  2.944.580,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,40384,2022/10/22,2022/11/21,-18," $  125.700,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,900208659,DAMIS S.A.S.,40652,2022/10/26,2022/11/25,-22," $  157.900,00 ",aux.contable@parasolestropicales.com
13050502,FVA ,830126628,DELTAGAS SA,40906,2022/11/01,2022/12/01,-28," $  165.787,00 ",contabilidad@deltagas.com.co
13050502,FVA ,830126628,DELTAGAS SA,40907,2022/11/01,2022/12/01,-28," $  240.767,50 ",contabilidad@deltagas.com.co
13050502,FVA ,830126628,DELTAGAS SA,40908,2022/11/01,2022/12/01,-28," $  125.800,00 ",contabilidad@deltagas.com.co
13050502,FVA ,890936560,DEMETALICOS SAS,33417,2022/08/01,2022/08/31,64," $  145.111,00 ",gerencia@demetalicos.com
13050502,FVA ,900013167,DIAZ Y RESTREPO SAS,39797,2022/10/16,2022/11/15,-12," $  95.900,00 ",asistentecompras@srwok.com
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,39751,2022/10/16,2022/11/15,-12," $  622.425,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40220,2022/10/21,2022/11/20,-17," $  97.828,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40221,2022/10/21,2022/11/20,-17," $  97.068,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40222,2022/10/21,2022/11/20,-17," $  174.424,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40223,2022/10/21,2022/11/20,-17," $  2.336.534,23 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40224,2022/10/21,2022/11/20,-17," $  174.424,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40225,2022/10/21,2022/11/20,-17," $  263.794,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40226,2022/10/21,2022/11/20,-17," $  97.068,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40227,2022/10/21,2022/11/20,-17," $  195.656,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40228,2022/10/21,2022/11/20,-17," $  139.900,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40229,2022/10/21,2022/11/20,-17," $  216.951,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40230,2022/10/21,2022/11/20,-17," $  129.000,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40231,2022/10/21,2022/11/20,-17," $  279.800,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40232,2022/10/21,2022/11/20,-17," $  114.900,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40233,2022/10/21,2022/11/20,-17," $  270.007,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40234,2022/10/21,2022/11/20,-17," $  216.779,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40235,2022/10/21,2022/11/20,-17," $  133.735,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40236,2022/10/21,2022/11/20,-17," $  159.128,50 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40237,2022/10/21,2022/11/20,-17," $  141.000,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40238,2022/10/21,2022/11/20,-17," $  97.574,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40239,2022/10/21,2022/11/20,-17," $  144.900,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40240,2022/10/21,2022/11/20,-17," $  133.908,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40241,2022/10/21,2022/11/20,-17," $  230.208,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40242,2022/10/21,2022/11/20,-17," $  97.574,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40243,2022/10/21,2022/11/20,-17," $  405.010,50 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40244,2022/10/21,2022/11/20,-17," $  159.128,50 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40245,2022/10/21,2022/11/20,-17," $  139.900,00 ",contabilidad@herson.com.co
13050502,FVA ,811030363,DISTRIBUCIONES FARMACEUTICAS HERSON SAS,40246,2022/10/21,2022/11/20,-17," $  174.424,00 ",contabilidad@herson.com.co
13050502,FVA ,828002423,DISTRIBUIDORA COLOMBIANA DE MEDICAMENTOS S.A.S.-DISCOLMEDICA,34242,2022/08/16,2022/09/15,49," $  129.800,00 ",pereira@discolmedica.com.co
13050502,FVA ,828002423,DISTRIBUIDORA COLOMBIANA DE MEDICAMENTOS S.A.S.-DISCOLMEDICA,36369,2022/09/08,2022/09/08,56," $  194.700,00 ",pereira@discolmedica.com.co
13050502,FVA ,828002423,DISTRIBUIDORA COLOMBIANA DE MEDICAMENTOS S.A.S.-DISCOLMEDICA,36370,2022/09/08,2022/09/08,56," $  129.800,00 ",pereira@discolmedica.com.co
13050502,FVA ,828002423,DISTRIBUIDORA COLOMBIANA DE MEDICAMENTOS S.A.S.-DISCOLMEDICA,36968,2022/09/13,2022/09/13,51," $  259.600,00 ",pereira@discolmedica.com.co
13050502,FVA ,890901475,DISTRIBUIDORA FARMACEUTICA ROMA SA,33924,2022/08/10,2022/09/09,55," $  257.700,00 ",coordinador.mercadeo1@dfroma.com
13050502,FVA ,890901475,DISTRIBUIDORA FARMACEUTICA ROMA SA,36375,2022/09/08,2022/10/08,26," $  699.300,00 ",coordinador.mercadeo1@dfroma.com
13050502,FVA ,800109274,DISTRIBUIDORA SERVIVALLE SAS,40247,2022/10/21,2022/11/20,-17," $  223.687,00 ",jonatan.gamez@grupotropi.com
13050502,FVA ,800109274,DISTRIBUIDORA SERVIVALLE SAS,40776,2022/10/31,2022/11/30,-27," $  64.900,00 ",jonatan.gamez@grupotropi.com
13050502,FVA ,800109274,DISTRIBUIDORA SERVIVALLE SAS,40909,2022/11/01,2022/12/01,-28," $  223.687,00 ",jonatan.gamez@grupotropi.com
13050502,FVA ,800109274,DISTRIBUIDORA SERVIVALLE SAS,40910,2022/11/01,2022/12/01,-28," $  64.900,00 ",jonatan.gamez@grupotropi.com
13050502,FVA ,800109274,DISTRIBUIDORA SERVIVALLE SAS,40911,2022/11/01,2022/12/01,-28," $  169.647,00 ",jonatan.gamez@grupotropi.com
13050502,FVA ,890930448,DIVERTRONICA MEDELLIN SAS,40587,2022/10/25,2022/11/24,-21," $  169.647,00 ",elianajaramillo@happycity.com.co
13050502,FVA ,800088155,DOMINA ENTREGA TOTAL SAS,38558,2022/10/06,2022/11/05,-2," $  50.900,00 ",auxiliarcontable04@domina.com.co
13050502,FVA ,800088155,DOMINA ENTREGA TOTAL SAS,38860,2022/10/08,2022/11/07,-4," $  912.074,57 ",auxiliarcontable04@domina.com.co
13050502,FVA ,800088155,DOMINA ENTREGA TOTAL SAS,39655,2022/10/15,2022/11/14,-11," $  150.250,50 ",auxiliarcontable04@domina.com.co
13050502,FVA ,800088155,DOMINA ENTREGA TOTAL SAS,40032,2022/10/20,2022/11/19,-16," $  254.374,00 ",auxiliarcontable04@domina.com.co
13050502,FVA ,900275221,DU BRANDS SAS,31234,2022/07/05,2022/08/04,91," $  104.559,96 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,31235,2022/07/05,2022/08/04,91," $  360.427,50 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,31514,2022/07/07,2022/08/06,89," $  341.031,00 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,32728,2022/07/22,2022/08/21,74," $  125.900,00 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,37487,2022/09/15,2022/10/15,19," $  2.802.665,89 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,37488,2022/09/15,2022/10/15,19," $  84.691,00 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,37489,2022/09/15,2022/10/15,19," $  1.152.526,52 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,37490,2022/09/15,2022/10/15,19," $  1.748.111,99 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,37491,2022/09/15,2022/10/15,19," $  150.070,03 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,37492,2022/09/15,2022/10/15,19," $  202.360,50 ",tesoreria@dubrands.com
13050502,FVA ,900275221,DU BRANDS SAS,37493,2022/09/15,2022/10/15,19," $  393.430,50 ",tesoreria@dubrands.com
13050502,FVA ,900440679,ECOLOGIC SAS,36991,2022/09/13,2022/10/13,21," $  256.497,00 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,36992,2022/09/13,2022/10/13,21," $  82.900,00 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,37522,2022/09/15,2022/10/15,19," $  313.142,50 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,37555,2022/09/16,2022/10/16,18," $  2.011.639,00 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,37713,2022/09/19,2022/10/19,15," $  181.227,00 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,37714,2022/09/19,2022/10/19,15," $  2.442.704,50 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,37715,2022/09/19,2022/10/19,15," $  574.754,00 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,37716,2022/09/19,2022/10/19,15," $  574.754,00 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,38312,2022/09/28,2022/10/28,6," $  4.620.420,00 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,38861,2022/10/08,2022/11/07,-4," $  271.840,50 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,38862,2022/10/08,2022/11/07,-4," $  239.995,50 ",analistacontabilidad@co2cero.co
13050502,FVA ,900440679,ECOLOGIC SAS,40591,2022/10/25,2022/11/24,-21," $  347.110,50 ",analistacontabilidad@co2cero.co
13050502,FVA ,800008151,ELECTRICOS IMPORTADOS SA,39656,2022/10/15,2022/11/14,-11," $  304.940,00 ",ventas@eimpsa.com.co
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,34080,2022/08/12,2022/09/11,53," $  399.355,60 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,35413,2022/09/04,2022/10/04,30," $  1.803.006,00 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,36506,2022/09/09,2022/10/09,25," $  1.652.755,50 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,36673,2022/09/12,2022/10/12,22," $  1.409.961,50 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,38657,2022/10/06,2022/11/05,-2," $  1.953.579,77 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,38658,2022/10/06,2022/11/05,-2," $  148.417,00 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,38996,2022/10/09,2022/11/08,-5," $  2.265.337,50 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,38997,2022/10/09,2022/11/08,-5," $  57.890,00 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,38998,2022/10/09,2022/11/08,-5," $  1.794.600,00 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,39443,2022/10/12,2022/11/11,-8," $  72.890,00 ",contabilidad1@elitelogistica.com
13050502,FVA ,900150640,ELITE LOGISTICA Y RENDIMIENTO SAS,39444,2022/10/13,2022/11/12,-9," $  130.780,00 ",contabilidad1@elitelogistica.com
13050502,FVA ,800070993,EMPRESA INTERNACIONAL DE SOLUCIONES DE ENERGIA ELECTRICA TEM,36985,2022/09/13,2022/10/13,21," $  60.900,00 ",patricia.rojas@bristol.la
13050502,FVA ,800070993,EMPRESA INTERNACIONAL DE SOLUCIONES DE ENERGIA ELECTRICA TEM,38026,2022/09/21,2022/10/21,13," $  742.085,00 ",patricia.rojas@bristol.la
13050502,FVA ,800070993,EMPRESA INTERNACIONAL DE SOLUCIONES DE ENERGIA ELECTRICA TEM,40505,2022/10/25,2022/11/24,-21," $  291.958,82 ",patricia.rojas@bristol.la
13050502,FVA ,800070993,EMPRESA INTERNACIONAL DE SOLUCIONES DE ENERGIA ELECTRICA TEM,40506,2022/10/25,2022/11/24,-21," $  60.900,00 ",patricia.rojas@bristol.la
13050502,FVA ,800047781,ENECON SOCIEDAD POR ACCIONES SIMPLIFICADA,38564,2022/10/06,2022/11/05,-2," $  196.000,00 ",miguel.chamorro@enecon.net.co
13050502,FVA ,800047781,ENECON SOCIEDAD POR ACCIONES SIMPLIFICADA,38565,2022/10/06,2022/11/05,-2," $  176.305,50 ",miguel.chamorro@enecon.net.co
13050502,FVA ,800047781,ENECON SOCIEDAD POR ACCIONES SIMPLIFICADA,38740,2022/10/07,2022/11/06,-3," $  292.974,00 ",miguel.chamorro@enecon.net.co
13050502,FVA ,800047781,ENECON SOCIEDAD POR ACCIONES SIMPLIFICADA,38868,2022/10/08,2022/11/07,-4," $  194.930,00 ",miguel.chamorro@enecon.net.co
13050502,FVA ,800047781,ENECON SOCIEDAD POR ACCIONES SIMPLIFICADA,38869,2022/10/08,2022/11/07,-4," $  101.000,00 ",miguel.chamorro@enecon.net.co
13050502,FVA ,800047781,ENECON SOCIEDAD POR ACCIONES SIMPLIFICADA,40866,2022/11/01,2022/12/01,-28," $  97.900,00 ",miguel.chamorro@enecon.net.co
13050502,FVA ,816004795,ENERGITEL SAS,39164,2022/10/12,2022/11/11,-8," $  151.800,00 ",secretariapereira@energitel.com
13050502,FVA ,816004795,ENERGITEL SAS,40151,2022/10/20,2022/11/19,-16," $  192.807,00 ",secretariapereira@energitel.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,33220,2022/08/01,2022/08/31,64," $  144.198,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,33221,2022/08/01,2022/08/31,64," $  231.600,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,33222,2022/08/01,2022/08/31,64," $  57.900,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,33378,2022/08/01,2022/08/31,64," $  55.900,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,33429,2022/08/01,2022/08/31,64," $  2.091.500,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,33718,2022/08/08,2022/09/07,57," $  109.800,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,33719,2022/08/08,2022/09/07,57," $  35.900,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,33720,2022/08/08,2022/09/07,57," $  60.900,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,34081,2022/08/12,2022/09/11,53," $  57.900,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,34568,2022/08/18,2022/09/17,47," $  487.200,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,34569,2022/08/18,2022/09/17,47," $  182.700,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,34570,2022/08/18,2022/09/17,47," $  173.700,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,35415,2022/09/04,2022/10/04,30," $  60.900,00 ",daniela.arias@energizando.com
13050502,FVA ,900155215,ENERGIZANDO INGENIERIA Y CONSTRUCCION SAS,36018,2022/09/07,2022/10/07,27," $  70.900,00 ",daniela.arias@energizando.com
13050502,FVA ,901369888,ENERLAND 2007 FOTOVOLTAICA SL,31593,2022/07/13,2022/08/12,83," $  193.000,00 ",facturacion.colombia@enerlandgroup.com
13050502,FVA ,901369888,ENERLAND 2007 FOTOVOLTAICA SL,36916,2022/09/13,2022/10/13,21," $  150.900,00 ",facturacion.colombia@enerlandgroup.com
13050502,FVA ,901060665,ENETEL SAS,34691,2022/08/19,2022/09/18,46," $  92.000,00 ",july.londono@enetel.com.co
13050502,FVA ,901060665,ENETEL SAS,38817,2022/10/08,2022/11/07,-4," $  46.900,00 ",july.londono@enetel.com.co
13050502,FVA ,901060665,ENETEL SAS,39752,2022/10/16,2022/11/15,-12," $  76.900,00 ",july.londono@enetel.com.co
13050502,FVA ,901060665,ENETEL SAS,40913,2022/11/01,2022/12/01,-28," $  50.900,00 ",july.londono@enetel.com.co
13050502,FVA ,900565657,ENJOY THE RIDE COLOMBIA SAS,37721,2022/09/19,2022/10/19,15," $  721.434,00 ",ymartinez@thulecr.com
13050502,FVA ,860055583,EQUIPOS Y CONTROLES INDUSTRIALES S.A,36504,2022/09/09,2022/10/09,25," $  188.700,00 ",tesoreria@eci.com.co
13050502,FVA ,860055583,EQUIPOS Y CONTROLES INDUSTRIALES S.A,36505,2022/09/09,2022/10/09,25," $  129.800,00 ",tesoreria@eci.com.co
13050502,FVA ,860055583,EQUIPOS Y CONTROLES INDUSTRIALES S.A,40248,2022/10/21,2022/11/20,-17," $  539.435,00 ",tesoreria@eci.com.co
13050502,FVA ,900953704,EQUISOL EQUIPOS Y SOLUCIONES SAS,38818,2022/10/08,2022/11/07,-4," $  125.900,00 ",facturacion.electronica@equisol.com.co
13050502,FVA ,900953704,EQUISOL EQUIPOS Y SOLUCIONES SAS,38999,2022/10/09,2022/11/08,-5," $  261.360,00 ",facturacion.electronica@equisol.com.co
13050502,FVA ,900953704,EQUISOL EQUIPOS Y SOLUCIONES SAS,39445,2022/10/13,2022/11/12,-9," $  69.900,00 ",facturacion.electronica@equisol.com.co
13050502,FVA ,900953704,EQUISOL EQUIPOS Y SOLUCIONES SAS,39753,2022/10/16,2022/11/15,-12," $  149.800,00 ",facturacion.electronica@equisol.com.co
13050502,FVA ,900953704,EQUISOL EQUIPOS Y SOLUCIONES SAS,39754,2022/10/16,2022/11/15,-12," $  315.902,40 ",facturacion.electronica@equisol.com.co
13050502,FVA ,900953704,EQUISOL EQUIPOS Y SOLUCIONES SAS,40249,2022/10/21,2022/11/20,-17," $  131.800,00 ",facturacion.electronica@equisol.com.co
13050502,FVA ,900015899,ESSENSALE SOCIEDAD POR ACCIONES SIMPLIFICADA,38736,2022/10/07,2022/11/06,-3," $  137.800,00 ",alejandra.marin@senthia.com
13050502,FVA ,900015899,ESSENSALE SOCIEDAD POR ACCIONES SIMPLIFICADA,40592,2022/10/25,2022/11/24,-21," $  335.434,00 ",alejandra.marin@senthia.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,30220,2022/06/17,2022/07/17,109," $  104.900,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,34728,2022/08/22,2022/09/21,43," $  226.239,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35582,2022/09/05,2022/10/05,29," $  579.600,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35584,2022/09/05,2022/10/05,29," $  85.900,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35586,2022/09/05,2022/10/05,29," $  85.900,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35587,2022/09/05,2022/10/05,29," $  85.900,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35588,2022/09/05,2022/10/05,29," $  579.600,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35589,2022/09/05,2022/10/05,29," $  503.600,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35590,2022/09/05,2022/10/05,29," $  503.600,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35591,2022/09/05,2022/10/05,29," $  579.600,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35779,2022/09/06,2022/10/06,28," $  314.700,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35842,2022/09/06,2022/10/06,28," $  229.800,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,35843,2022/09/06,2022/10/06,28," $  1.460.300,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,36170,2022/09/07,2022/10/07,27," $  2.184.296,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,37967,2022/09/21,2022/10/21,13," $  944.900,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,37968,2022/09/21,2022/10/21,13," $  944.900,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,40320,2022/10/21,2022/11/20,-17," $  98.900,00 ",lplaza@expresoviajes.com
13050502,FVA ,800206979,EXPRESO VIAJES Y TURISMO EXPRESO SAS,40321,2022/10/21,2022/11/20,-17," $  98.900,00 ",lplaza@expresoviajes.com
13050502,FVA ,900182346,EXPRO GULF LIMITED,26863,2022/05/06,2022/06/05,151," $  72.899,96 ",Sergio.Lozano@expro.com
13050502,FVA ,900182346,EXPRO GULF LIMITED,26864,2022/05/06,2022/06/05,151," $  197.825,00 ",Sergio.Lozano@expro.com
13050502,FVA ,900182346,EXPRO GULF LIMITED,26865,2022/05/06,2022/06/05,151," $  98.900,00 ",Sergio.Lozano@expro.com
13050502,FVA ,900313349,FAST COLOMBIA S.A.S,34476,2022/08/17,2022/09/16,48," $  125.900,00 ",diegogomez.ext@vivaair.com
13050502,FVA ,900313349,FAST COLOMBIA S.A.S,34931,2022/08/24,2022/09/23,41," $  125.900,00 ",diegogomez.ext@vivaair.com
13050502,FVA ,900313349,FAST COLOMBIA S.A.S,35592,2022/09/05,2022/10/05,29," $  75.900,00 ",diegogomez.ext@vivaair.com
13050502,FVA ,900313349,FAST COLOMBIA S.A.S,36371,2022/09/08,2022/10/08,26," $  279.850,00 ",diegogomez.ext@vivaair.com
